Gender,Grade,GRADENOPG,Entered,InternationalDomestic,Race,FinancialAid,DayBoarding,FreqHome,WindDown,NervousEnergy,OverReact,Relax,Intollerant,Touchy,Agitated,WindDownDASS,NervousEnergyDASS,OverReactDASS,RelaxDASS,IntollerantDASS,TouchyDASS,AgitatedDASS,DassTotal,StressLevel,Sports,SportsLevelFall,SportsWinterLevel,SportsLevelSpring,SportsHoursFall,SportsHoursWinter,SportsHoursSpring,SportsStress,SportsSchoolWork,ArtsBeyond,ArtsConcentration,FallProduction,WinterProduction,SpringMusical,ChamberChorus,FestivalChorus,Orchestra,ChamberOrchestra,JazzBand,WindEnsemble,AcapellaGroups,StudentDirectedScenes,FringeFestival,MusicLessons,ActivityHours,ActivityStress,ArtsPerformanceSchoolWork,ClubParticipation,ClubHours,ClubStress,CompetitiveClubParticipation,CompetitiveClubHours,CompetitiveClubStress,CompetitiveClubSchoolWork,StudentLeaderParticipation,StudentLeaderHours,StudentLeaderStress,FallClasses,WinterClasses,SpringClasses,FallAP,WinterAP,SpringAP,WinterGPA,GradeSatisfaction,ActivityTimeHW,GradedFair ,HWHours,SATCram,SATTutoring,SATStudyGuides,SATPracticeTests,SATNothing,BetterAssignments,ProtectedWeek,PressureGeneral,PressureExpectations,WorryFriends,FamilyComplications,FriendsComplications ,RomanticComplications,AmountSleep,MealsPerDay,DHLunch,DHDinner,NoLunchBlock,NoLunchHomework,NoLunchSports,NoLunchArtscommitment,NoLunchClubMeetings,NoLunchTeachers,NoLunchNA
Female,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,2,1,1,1,2,3,2,12,Moderate,Yes,Varsity,Junior Varsity,Junior Varsity,8-12 hours,12-16 hours,12-16 hours,often,sometimes,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Five,Five,Six,3,3,5,3.7-4.0,Neutral,4 hours,fair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,about the same,some pressure,extreme pressure,a few times a week,easy,neutral,neutral,6 to 8 hours,2 meals,Yes,No,,Homework,Sports,,Club meetings,,
Male,Senior,Senior,Freshman,Domestic,Black or African American,Yes,Boarding,once a term,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,0,0,0,1,0,0,0,1,Normal,Yes,Varsity,Varsity,Varsity,4-8 hours,less than 4 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,4-8 hours,none,Five,Five,Five,2,2,0,3.5-3.7,Happy,3 hours,fair,4/6/2013,,,,regular practice tests,,motivated to do better,more stress,no pressure,no pressure,once a day,very easy,very easy,easy,4 to 6 hours,2 meals,Yes,Yes,,,Sports,,,,
Male,Senior,Senior,Sophomore,Domestic,White,No,Boarding,once a month,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0,0,0,0,0,0,0,0,Normal,Yes,Varsity,Intramural,Varsity,8-12 hours,4-8 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,2,2,3.3-3.5,Happy,2 hours,neutral,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,Sad,about the same,some pressure,no pressure,almost never,very easy,very easy,very easy,6 to 8 hours,2 meals,Yes,Yes,,Homework,,,,,
Male,Junior,Junior,Freshman,International,Asian,No,Boarding,once a term,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,0,1,0,1,0,1,1,4,Normal,Yes,Varsity,Varsity,Intramural,8-12 hours,8-12 hours,4-8 hours,often,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,Yes,4-8 hours,rarely,rarely,No,,,Six,Six,Six,3,3,2,3.5-3.7,Happy,3 hours,fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,about the same,no pressure,some pressure,once a week,very easy,easy,easy,6 to 8 hours,2 meals,No,Yes,No Lunch Block,,,,,,
Male,Sophomore,Sophomore,Sophomore,International,Other,No,Boarding,once a year,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,0 NEVER,2 OFTEN,1,1,1,2,1,0,2,8,Mild,Yes,Varsity,Not Applicable,Junior Varsity,more than 16 hours,Not Applicable,4-8 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Six,Five,2,3,3,3.3-3.5,Neutral,3 hours,neutral,2/4/2013,cram the night before,,,,,indifferent,less stress,some pressure,some pressure,once a week,easy,easy,neutral,4 to 6 hours,1 meal,No,Yes,,Homework,,,,,
Female,Junior,Junior,Freshman,Domestic,White,Yes,Day,,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,2,3,1,2,2,2,2,14,Severe,Yes,Varsity,Intramural,Junior Varsity,8-12 hours,4-8 hours,8-12 hours,often,often,Yes,,,,,,festival chorus,,,,,,,,,less than 4 hours,rarely,sometimes,No,,,No,,,,Yes,Not Applicable,Not Applicable,Five,Five,Five,0,0,0,3.0-3.3,Unhappy,3 hours,neutral,2/4/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,more stress,some pressure,some pressure,once a week,difficult,easy,very difficult,4 to 6 hours,3 meals,Yes,Yes,,Homework,,,,,
Male,Senior,Senior,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,2,2,1,2,2,1,2,12,Moderate,Yes,Varsity,Not Applicable,Not Applicable,12-16 hours,Not Applicable,Not Applicable,often,often,Yes,Arts concentration,,,,,,,,,,,,,,4-8 hours,rarely,never,No,,,No,,,,No,,,Five,Five,Five,5,5,5,3.5-3.7,Happy,2 hours,fair,2/4/2013,cram the night before,,,,,indifferent,about the same,some pressure,some pressure,a few times a week,easy,very easy,difficult,4 to 6 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Sophomore,International,Asian,No,Boarding,once a month,1 SOMETIMES,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,0 NEVER,1 SOMETIMES,1,2,2,2,2,0,1,10,Moderate,Yes,Varsity,Not Applicable,Junior Varsity,more than 16 hours,8-12 hours,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,Yes,less than 4 hours,rarely,Five,Six,Five,2,2,1,3.3-3.5,Unhappy,5 hours,neutral,2/4/2013,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,less stress,extreme pressure,some pressure,almost never,easy,easy,neutral,6 to 8 hours,2 meals,Yes,Yes,,,Sports,,,,
Male,Junior,Junior,Junior,Domestic,White,Yes,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,Varsity,Varsity,Intramural,12-16 hours,more than 16 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,Yes,4-8 hours,rarely,Five,Five,Five,0,0,0,3.0-3.3,Unhappy,2 hours,fair,2/4/2013,cram the night before,,,,,motivated to do better,much less stress,some pressure,some pressure,a few times a week,very easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Post-Graduate,Senior,Post-Graduate,Domestic,White,Yes,Boarding,once a week,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0,0,0,0,0,0,0,0,Normal,Yes,Varsity,Not Applicable,Varsity,12-16 hours,Not Applicable,4-8 hours,rarely,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,1,0,3.3-3.5,Happy,3 hours,fair,Under 2,,regular tutoring/class,,,,motivated to do better,about the same,no pressure,some pressure,almost never,very easy,very easy,neutral,6 to 8 hours,4 meals,No,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Freshman,Domestic,Asian,No,Boarding,once a term,1 SOMETIMES,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,2 OFTEN,1,2,1,3,1,2,2,12,Moderate,Yes,Varsity,Not Applicable,Varsity,8-12 hours,Not Applicable,more than 16 hours,consistently,always,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,none,Six,Six,Six,4,4,3,3.5-3.7,Unhappy,3 hours,fair,2/4/2013,,,,regular practice tests,,motivated to do better,about the same,some pressure,some pressure,once a day,very easy,neutral,easy,6 to 8 hours,2 meals,Yes,Yes,,Homework,,,,Meetings with teachers,
Female,Freshman,Freshman,Freshman,Domestic,White,Yes,Boarding,once a month,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,0 NEVER,1 SOMETIMES,2,1,1,2,1,0,1,8,Mild,Yes,Varsity,Junior Varsity,Varsity,12-16 hours,8-12 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,Under 3.0,Unhappy,4 hours,fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,indifferent,about the same,no pressure,some pressure,once a week,very easy,neutral,neutral,6 to 8 hours,2 meals,Yes,Yes,,Homework,,,,,
Male,Senior,Senior,Freshman,Domestic,White,No,Day,,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,2 OFTEN,0 NEVER,2,1,1,1,0,2,0,7,Normal,Yes,Varsity,Varsity,Intramural,more than 16 hours,more than 16 hours,more than 16 hours,none,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,Yes,less than 4 hours,none,Five,Five,Five,0,0,0,3.7-4.0,Extremely Happy,3 hours,fair,2/4/2013,,regular tutoring/class,,regular practice tests,,indifferent,more stress,some pressure,some pressure,almost never,neutral,neutral,difficult,6 to 8 hours,more than 4 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Junior,Domestic,Other,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,Varsity,Intramural,Intramural,12-16 hours,4-8 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,2,2,1,3.5-3.7,Happy,4 hours,fair,2/4/2013,,regular tutoring/class,,,,indifferent,more stress,some pressure,some pressure,a few times a week,easy,easy,easy,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,Sports,,,,
Male,Senior,Senior,Freshman,Domestic,White,No,Boarding,once a month,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,2 OFTEN,1 SOMETIMES,0,0,1,0,0,2,1,4,Normal,Yes,Varsity,Varsity,Not Applicable,12-16 hours,12-16 hours,8-12 hours,none,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,Yes,less than 4 hours,none,Five,Five,Five,2,2,,3.3-3.5,Extremely Happy,4 hours,extremely fair,2/4/2013,,,,regular practice tests,,indifferent,much more stress,no pressure,some pressure,once a week,neutral,very easy,very easy,6 to 8 hours,4 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Junior,Domestic,Other,Yes,Boarding,once a term,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,2,2,1,2,2,2,2,13,Severe,Yes,Varsity,Varsity,Not Applicable,more than 16 hours,8-12 hours,Not Applicable,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,rarely,No,,,,Yes,8-12 hours,often,Five,Five,Five,1,2,1,3.0-3.3,Unhappy,3 hours,neutral,2/4/2013,,,,regular practice tests,,Sad,about the same,some pressure,some pressure,a few times a week,difficult,easy,difficult,4 to 6 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,Other,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1,1,0,1,0,0,1,4,Normal,Yes,Varsity,Not Applicable,Not Applicable,8-12 hours,Not Applicable,Not Applicable,none,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,,,Under 3.0,Extremely Unhappy,2 hours,neutral,2/4/2013,,,,,nothing,motivated to do better,more stress,some pressure,some pressure,a few times a week,very easy,easy,neutral,6 to 8 hours,2 meals,Yes,No,,,Sports,,,,
Female,Junior,Junior,Junior,International,White,Yes,Boarding,once a term,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,2 OFTEN,0 NEVER,1,0,1,0,0,2,0,4,Normal,Yes,Varsity,Varsity,Not Applicable,12-16 hours,12-16 hours,Not Applicable,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Six,1,1,1,Under 3.0,Neutral,5 hours,fair,6 or more,,,,,nothing,indifferent,more stress,extreme pressure,some pressure,a few times a week,very easy,neutral,difficult,4 to 6 hours,2 meals,Yes,Yes,,Homework,,,,,
Female,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a term,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,0,0,1,1,0,1,4,Normal,Yes,Varsity,Intramural,Not Applicable,12-16 hours,4-8 hours,Not Applicable,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,0,0,0,3.3-3.5,Happy,4 hours,fair,4/6/2013,,,,,nothing,motivated to do better,about the same,no pressure,some pressure,a few times a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,,,,,
Female,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Day,,2 OFTEN,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,2,0,0,1,0,1,1,5,Normal,Yes,Varsity,Varsity,Varsity,8-12 hours,8-12 hours,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,3,3,3,3.7-4.0,Neutral,4 hours,neutral,2/4/2013,cram the night before,,,,,indifferent,about the same,some pressure,some pressure,once a week,easy,easy,easy,6 to 8 hours,4 meals,No,No,No Lunch Block,Homework,,,,Meetings with teachers,
Male,Junior,Junior,Freshman,Domestic,Asian,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,Varsity,Varsity,Junior Varsity,12-16 hours,12-16 hours,more than 16 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,5,5,5,3.7-4.0,Happy,5 hours,fair,4/6/2013,,,,,nothing,motivated to do better,more stress,some pressure,some pressure,once a week,easy,neutral,difficult,6 to 8 hours,3 meals,No,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Sophomore,International,Asian,No,Boarding,once a year,1 SOMETIMES,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,2 OFTEN,1,2,1,3,2,1,2,12,Moderate,No,Not Applicable,,,,,,,,Yes,Arts concentration,,,,,,orchestra,chamber orchestra,,,,,,music lessons,more than 16 hours,rarely,sometimes,Yes,4-8 hours,rarely,Yes,less than 4 hours,often,rarely,Yes,4-8 hours,often,Six,Six,Six,3,3,3,3.7-4.0,Neutral,4 hours,fair,6 or more,cram the night before,,,,,motivated to do better,more stress,some pressure,extreme pressure,once a day,difficult,easy,neutral,4 to 6 hours,1 meal,No,Yes,No Lunch Block,,,,,,
Male,Junior,Junior,Sophomore,Domestic,Asian,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,No,Not Applicable,,,,,,,,Yes,Arts concentration,,,,,,orchestra,chamber orchestra,,,,,,music lessons,8-12 hours,rarely,sometimes,Yes,4-8 hours,rarely,No,,,,Yes,4-8 hours,Not Applicable,Six,Six,Six,5,5,5,3.7-4.0,Happy,5 hours,fair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,about the same,some pressure,extreme pressure,A few times a day,easy,very easy,neutral,6 to 8 hours,2 meals,Yes,Yes,,,,Arts commitment,,,
Male,Sophomore,Sophomore,Freshman,International,Asian,No,Boarding,once a term,2 OFTEN,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,2,2,1,1,1,2,11,Moderate,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,No,,,Six,Five,Five,1,1,1,3.3-3.5,Unhappy,4 hours,neutral,4/6/2013,cram the night before,,,,,indifferent,much more stress,some pressure,extreme pressure,a few times a week,neutral,neutral,very easy,6 to 8 hours,2 meals,Yes,Yes,,Homework,,,,,
Female,Senior,Senior,Freshman,Domestic,Other,No,Boarding,once a week,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3,3,3,3,2,3,3,20,Extremely Severe,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Six,5,5,5,3.7-4.0,Neutral,more than 6 hours,neutral,6 or more,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,more stress,some pressure,extreme pressure,a few times a week,neutral,neutral,neutral,6 to 8 hours,3 meals,No,No,,,,,,,Not Applicable
Female,Senior,Senior,Sophomore,Domestic,White,No,Boarding,once a month,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,1,2,1,1,1,2,2,10,Moderate,No,Not Applicable,,,,,,,,Yes,,,,,,,,chamber orchestra,,,,,fringe festival,music lessons,8-12 hours,often,never,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,4,4,3,3.7-4.0,Happy,3 hours,fair,2/4/2013,,regular tutoring/class,,,,happy for others,more stress,some pressure,extreme pressure,a few times a week,easy,easy,neutral,4 to 6 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Senior,Senior,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,3,1,2,1,1,2,12,Moderate,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,No,,,,Yes,4-8 hours,none,Five,Six,Five,4,4,0,Above 4.0,Happy,5 hours,fair,4/6/2013,,,,regular practice tests,nothing,Sad,more stress,some pressure,extreme pressure,once a day,very easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,Club meetings,,
Female,Senior,Senior,Sophomore,International,Black or African American,No,Boarding,once a term,1 SOMETIMES,0 NEVER,0 NEVER,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,1,0,0,2,1,2,2,8,Mild,No,Not Applicable,,,,,,,,Yes,,fall production,,spring musical,,,,chamber orchestra,,,,Student directed scenes,,music lessons,12-16 hours,rarely,never,Yes,less than 4 hours,often,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,2,2,1,3.0-3.3,Neutral,5 hours,fair,4/6/2013,cram the night before,regular tutoring/class,,,,motivated to do better,much more stress,some pressure,extreme pressure,a few times a week,neutral,very easy,neutral,4 to 6 hours,3 meals,Yes,No,,,,Arts commitment,,,
Female,Senior,Senior,Sophomore,Domestic,Other,Yes,Boarding,once a term,2 OFTEN,0 NEVER,0 NEVER,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,2 OFTEN,2,0,0,3,2,2,2,11,Moderate,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,1,1,1,3.5-3.7,Neutral,4 hours,neutral,4/6/2013,,regular tutoring/class,,,,motivated to do better,about the same,some pressure,extreme pressure,almost never,difficult,neutral,neutral,4 to 6 hours,3 meals,No,Yes,,Homework,,,,,
Female,Freshman,Freshman,Freshman,Domestic,Black or African American,Yes,Boarding,once a month,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,0,1,1,1,2,2,1,8,Mild,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,rarely,No,,,,No,,,Five,Five,Five,0,0,0,3.3-3.5,Unhappy,3 hours,neutral,4/6/2013,,,,,nothing,Sad,more stress,some pressure,extreme pressure,once a week,easy,easy,neutral,4 to 6 hours,1 meal,No,No,,Homework,Sports,,Club meetings,,
Male,Senior,Senior,Freshman,Domestic,White,No,Day,,0 NEVER,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0,1,2,1,1,1,2,8,Mild,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,often,Yes,8-12 hours,often,often,No,,,Six,Six,Five,6,6,4,3.7-4.0,Happy,3 hours,fair,Under 2,,,,,nothing,motivated to do better,much more stress,no pressure,extreme pressure,almost never,very easy,very easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Sophomore,Domestic,Black or African American,Yes,Boarding,once a term,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,1,3,1,2,1,2,2,12,Moderate,No,Not Applicable,,,,,,,,Yes,Arts concentration,,,,,,,chamber orchestra,,,,,,music lessons,more than 16 hours,consistently,sometimes,Yes,4-8 hours,rarely,No,,,,Yes,4-8 hours,rarely,Five,Five,Five,2,2,2,3.0-3.3,Extremely Unhappy,4 hours,fair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,much more stress,extreme pressure,extreme pressure,a few times a week,difficult,very difficult,very easy,6 to 8 hours,2 meals,Yes,No,No Lunch Block,,,Arts commitment,,,
Female,Senior,Senior,Freshman,Domestic,White,No,Day,,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0,0,0,0,0,0,0,0,Normal,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,often,No,,,,Yes,4-8 hours,often,Six,Six,Five,5,5,2,3.7-4.0,Happy,4 hours,fair,2/4/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,less stress,some pressure,extreme pressure,once a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,Club meetings,,
Female,Sophomore,Sophomore,Sophomore,Domestic,White,No,Day,,1 SOMETIMES,2 OFTEN,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,1,2,0,1,0,0,0,4,Normal,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Six,Six,0,0,0,3.5-3.7,Neutral,6 hours,neutral,4/6/2013,,,,,nothing,indifferent,about the same,some pressure,extreme pressure,a few times a week,neutral,easy,neutral,4 to 6 hours,3 meals,Yes,No,No Lunch Block,Homework,,,,,
Female,Senior,Senior,Freshman,Domestic,White,No,Day,,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,1,3,0,1,0,1,7,Normal,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,No,,,,No,,,Five,Five,Five,1,1,0,3.5-3.7,Happy,2 hours,neutral,4/6/2013,,regular tutoring/class,,,,Sad,more stress,some pressure,extreme pressure,a few times a week,very easy,very easy,very easy,6 to 8 hours,3 meals,No,Yes,No Lunch Block,,,,,Meetings with teachers,
Male,Senior,Senior,Freshman,International,Other,Yes,Boarding,once a year,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1,1,0,1,0,1,1,5,Normal,No,Not Applicable,,,,,,,,Yes,,,,,,festival chorus,,,,,,,,,less than 4 hours,rarely,never,Yes,less than 4 hours,none,No,,,,Yes,more than 16 hours,rarely,Five,Five,Five,2,2,2,3.5-3.7,Happy,4 hours,fair,2/4/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,about the same,some pressure,extreme pressure,once a week,very easy,very easy,easy,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Sophomore,Domestic,Asian,Yes,Boarding,once a month,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0,0,1,0,0,0,0,1,Normal,No,Not Applicable,,,,,,,,Yes,,,,,,festival chorus,,,,,,,,,less than 4 hours,never,never,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,4,4,4,3.7-4.0,Happy,4 hours,fair,4/6/2013,cram the night before,,,,,motivated to do better,much more stress,some pressure,extreme pressure,a few times a week,very easy,very easy,neutral,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Freshman,International,Asian,No,Boarding,once a term,0 NEVER,2 OFTEN,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,0,2,2,2,3,1,2,12,Moderate,No,Not Applicable,,,,,,,,Yes,,,,,,festival chorus,,,,,Acapella groups,,,,less than 4 hours,often,sometimes,Yes,4-8 hours,often,No,,,,Yes,less than 4 hours,none,Six,Six,Five,1,1,,3.7-4.0,Happy,3 hours,unfair,4/6/2013,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,about the same,some pressure,extreme pressure,once a week,neutral,neutral,neutral,4 to 6 hours,3 meals,No,Yes,No Lunch Block,,,,,,
