"","X","State","Age","Female","RaceWhite","Edu","College4Degree","MaritalStatus","LivingSituation","NumFinDepChildren","FourMoreFinDepChild","Incomecat","Income150K","IncomeApprox","Military","SpouseEmployment","SpouseMilitary","Employment","MostKnowledgeable","KnowledgeableBin","FinSat","RiskTaking","SpendingIncome","NegativeSavingBin","PositiveSavingBin","HandMouth","FinDifficulty","DifficultyBin","EmergencyFund","KidsCollege","FiguredRetirement","DropIncome","ComeUp2K","ComeUp2KBin","BudgetTimePeriod","BudgetBin","CreditRecord","RetirementWorry","LongTermPlan","CheckingAcctBin","SavingAcctBin","CheckingOverdrawBin","UsePrepaidCard","EmployerRetire","OtherRetire","HaveAnyRetire","RetireLoan","RetireHardshipWithdraw","FinInv","LaborIncomeBin","BusinessIncomeBin","OwnHome","HomeDownPmt","RetireContribute","MortgageBin","EquityLoanBin","HomeUnderWater","LateMortgage","NumCreditCards","PaidCreditCardFull","CreditCardCarry","CreditCardMinPmt","CreditCardLatePenalty","CreditCardOverLimit","CreditCardCashAdv","AutoLoanBin","UnpaidMedical","StudentLoans","FederalStudentLoans","PrivateStudentLoans","StudentLoanFigurePmts","CompleteEdu","StudentLoanLate","StudentLoanConcern","StudentLoanDoOver","DebtCollect","TooMuchDebt","TooMuchDebtBin","GoodFinance","GoodFinanceBin","GoodMath","GoodMathBin","FinancialKnow","FinancialKnowBin","FinEdu","ParentFinEdu","AnyFinEdu","QuestionM6","QuestionM6Correct","QuestionM7","QuestionM7Correct","QuestionM8","QuestionM8Correct","QuestionM9","QuestionM9Correct","QuestionM10","QuestionM10Correct","QuestionM31","QuestionM31Correct","QuizScore"
"238",21476,"OR","Age 35-44",1,1,"Some college with no degree",0,"Single","Alone",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,7,7,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,0,0,"Confidence yes",1,"Next 5-10 years",0,"Very good",5,7,1,1,0,"Never",1,0,1,0,0,0,1,0,1,20,1,1,0,0,"Never","4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"4660",9950,"PA","Age 18-25",1,0,"High school graduate or equivalent",0,"Single","With Roommates",0,0,"Less than $15,000",0,7500,NA,NA,NA,"Part-time",NA,NA,8,1,"Spending equal to income",0,0,1,"Very difficult",1,0,NA,0,0,"Probably yes",1,"Next few months",0,"Bad",6,5,1,1,1,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,0,0,0,1,1,0,0,1,NA,0,"Same actions",0,1,0,4,0,4,0,5,1,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,0
"2001",21639,"WV","Age 55-64",0,1,"Baccalaureate degree",1,"Separated","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Part-time",NA,NA,7,6,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,0,0,"Probably yes",1,"Next few months",0,"Very good",6,1,1,1,0,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"9-12",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"Don't know",0,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"3083",8655,"TX","Age 55-64",0,0,"Baccalaureate degree",1,"Married","With Roommates",2,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Full-time","Self",1,7,8,"Spending equal to income",0,0,1,"Somewhat difficult",1,1,1,1,0,"Confidence yes",1,"Next 5-10 years",1,"Very good",3,7,1,1,0,"Never",1,1,1,0,0,1,1,0,1,10,1,1,0,0,"Once","9-12",0,1,0,1,0,1,1,0,1,1,1,1,NA,"Never",0,"Same actions",0,6,1,7,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"4083",7271,"TN","Age 45-54",1,0,"Baccalaureate degree",1,"Married","With Parnter/Spouse",2,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",1,"Full-time","Self and more",1,4,1,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,1,0,"Probably yes",1,"Next few months",0,"About Average",7,3,1,1,1,"Never",1,0,1,NA,1,0,1,0,1,0,1,1,0,1,"Never","0",NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,NA,NA,1,"Same actions",1,7,1,5,1,5,1,5,1,1,1,1,"*More*",1,"Don't know",0,"No relationship",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"3043",20443,"OR","Age 45-54",1,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",1,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",1,"Full-time","Self",1,8,7,"Spending equal to income",0,0,1,"Not at all difficult",0,0,1,0,0,"Confidence yes",1,"Next 10+ years",0,"Very good",5,4,1,1,0,"Never",1,1,1,0,0,0,1,0,1,20,1,1,0,0,"Never","4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,6,1,5,1,5,1,1,1,1,"*More*",1,"More",0,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"259",16236,"IL","Age 45-54",1,1,"Some college with no degree",0,"Single","With Parnter/Spouse",2,0,"At least $15,000 but less than $25,000",0,20000,0,"Not in Labor Force",NA,"Not in Labor Force","Self",1,1,1,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,NA,"Confident no",0,"Next few years",0,"Bad",3,2,1,0,0,"Sometimes",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,"More than once",1,"Different actions",1,6,1,7,1,7,1,6,1,0,NA,NA,"*More*",1,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"9115",5257,"TN","Age 35-44",1,1,"Some college with no degree",0,"Single","Alone",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,1,7,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,1,1,"Confident no",0,"Next few months",0,"Bad",7,5,1,0,0,"Sometimes",1,1,1,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,"1",0,1,1,0,0,0,0,1,1,1,0,1,NA,NA,1,"Same actions",0,7,1,7,1,7,1,6,1,1,0,1,"*More*",1,"Same",0,"Rise",0,"*True*",1,"Don't Know",0,"Less than 2 yrs",0,2
"4988",3153,"NJ","Age 45-54",1,1,"Associate's or other two year degree",0,"Separated","Alone",1,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Not in Labor Force",NA,NA,1,10,"Spending less than income",0,1,0,"Very difficult",1,0,0,1,0,"Probably no",0,"Next few years",1,"About Average",7,7,1,0,1,"Never",1,1,1,0,1,0,0,1,0,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,NA,"More than once",1,"Same actions",1,6,1,7,1,7,1,7,1,1,0,1,"*More*",1,"More",0,"Rise",0,"False",0,"*False*",1,"At least 5 yrs and less than 10 yrs",0,2
"5590",911,"FL","Age 25-34",1,1,"Baccalaureate degree",1,"Single","Alone",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Full-time",NA,NA,9,9,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,0,1,"Probably yes",1,"Next year",1,"About Average",7,6,1,1,1,"Sometimes",1,1,1,0,1,0,1,1,1,40,1,1,1,1,"Once","4-8",1,1,0,0,1,1,0,0,1,1,1,1,1,NA,1,"Different actions",1,6,1,7,1,6,1,6,1,1,1,1,"Don't know",0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,0
"3584",5433,"TN","Age 65+",1,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",0,0,"$150,000 or more",1,150000,0,NA,1,NA,"Self and more",1,9,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next 10+ years",0,"Very good",7,7,1,1,0,"Never",1,1,1,0,0,1,0,1,1,100,0,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"8819",5376,"NV","Age 18-25",0,0,"High school graduate or equivalent",0,"Single","Alone",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Full-time",NA,NA,5,4,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,0,0,"Confident no",0,"Next year",NA,"About Average",5,6,0,0,NA,"Sometimes",0,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,7,1,7,1,5,1,NA,0,NA,"Same",0,"Don't know",0,"Don't know",0,"Don't know",0,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,2
"2494",23816,"IL","Age 18-25",0,0,"Some college with no degree",0,"Single","With Parents",0,0,"Less than $15,000",0,7500,0,NA,NA,"Part-time",NA,NA,7,2,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,0,0,"Confident no",0,"Next few months",1,"Good",6,4,1,0,0,"Sometimes",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,NA,NA,1,"Same actions",0,2,0,7,1,5,1,6,1,0,0,0,"*More*",1,"Same",0,"*Fall*",1,"*True*",1,"*False*",1,"At least 10 yrs",0,4
"6516",766,"CA","Age 25-34",0,0,"Some college with no degree",0,"Single","With Roommates",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,6,4,"Spending equal to income",0,0,1,NA,NA,1,NA,0,0,NA,NA,"Next few months",NA,NA,5,5,0,1,NA,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,1,NA,0,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,"*More*",1,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,1
"5250",10611,"NJ","Age 55-64",0,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",0,0,"$150,000 or more",1,150000,1,NA,0,NA,"Self",1,8,7,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next 10+ years",0,"Very good",2,6,1,1,0,"Never",1,1,1,0,0,1,0,0,1,NA,1,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"3597",17528,"ME","Age 65+",1,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,1,NA,"Self",1,10,1,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,NA,0,"Confidence yes",1,"Next few years",1,"About Average",4,4,1,1,1,"Never",1,0,1,NA,NA,0,0,0,1,NA,NA,1,0,0,"Never","2-3",0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,4,0,4,0,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"5710",23366,"WA","Age 18-25",1,1,"Some college with no degree",0,"Single","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",NA,"Full-time","Self",1,10,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,0,0,"Confidence yes",1,NA,1,"Very good",5,7,1,1,0,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,6,1,7,1,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,1
"6052",10371,"CA","Age 45-54",1,0,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,0,"Full-time",0,"Part-time","Self",1,6,4,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,0,1,"Confidence yes",1,NA,0,"Very good",5,3,1,1,0,"Never",1,0,1,0,0,0,1,0,1,NA,0,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,1,6,1,5,1,NA,0,NA,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,3
"3036",7212,"IN","Age 55-64",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,1,NA,"Self and more",1,7,1,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,NA,0,"Probably yes",1,"Next few months",1,"Good",4,6,1,1,0,"Never",0,0,0,NA,NA,0,1,0,1,0,NA,1,0,0,"Never","2-3",0,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,NA,0,NA,"Don't know",0,"Don't know",0,"Stay same",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,1
"6134",20683,"DC","Age 25-34",1,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",3,0,"$150,000 or more",1,150000,0,"Full-time",0,"Full-time","Self",1,7,7,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next 10+ years",0,"Very good",2,4,1,1,0,"Never",1,1,1,0,0,1,1,0,1,20,1,1,0,0,"Never","2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,6,1,7,1,6,1,0,1,1,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"9290",3562,"CA","Age 45-54",1,0,"Associate's or other two year degree",0,"Single","Alone",1,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,1,6,"Spending less than income",0,1,0,"Very difficult",1,0,0,0,1,"Confident no",0,"Next 10+ years",0,"Very bad",7,1,0,0,NA,"Sometimes",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,0,0,0,0,0,0,0,1,1,0,0,1,"More than once",1,NA,1,7,1,3,0,6,1,4,0,NA,0,NA,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,3
"4255",21949,"IA","Age 45-54",0,1,"Some college with no degree",0,"Married","With Parnter/Spouse",1,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Full-time","Self",1,7,9,"Spending equal to income",0,0,1,"Not at all difficult",0,0,0,1,0,"Confidence yes",1,"Next few years",1,"Very good",6,6,1,1,0,"Never",1,0,1,0,0,0,1,0,1,0,1,1,0,0,"Never","9-12",0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"4965",6725,"MD","Age 18-25",1,1,"Some college with no degree",0,"Single","Alone",0,0,"At least $35,000 but less than $50,000",0,42500,NA,NA,NA,"Full-time",NA,NA,10,1,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,NA,NA,"Next 5-10 years",1,"Good",7,7,1,1,0,"Never",1,0,1,0,0,0,1,1,1,NA,0,1,0,0,"Once","2-3",0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,0,1,0,7,1,0,0,0,"Don't know",0,"Don't know",0,"Rise",0,"*True*",1,"True",0,"Don't know",0,1
"8343",2512,"CA","Age 55-64",1,0,"Baccalaureate degree",1,"Divorced","With Roommates",0,0,"Less than $15,000",0,7500,0,NA,NA,"Unemployed",NA,NA,1,1,"Spending equal to income",0,0,1,"Very difficult",1,0,NA,0,1,"Confident no",0,"Next few months",1,"Very bad",7,1,0,0,NA,"Frequently",0,0,0,NA,NA,NA,1,0,1,NA,NA,1,0,NA,"More than once","2-3",0,1,1,0,0,0,0,0,1,1,0,0,1,"More than once",1,"Different actions",0,7,1,6,1,5,1,3,0,1,0,1,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"Don't Know",0,"At least 10 yrs",0,3
"3490",2783,"MI","Age 65+",0,1,"Did not complete high school",0,"Divorced","With Roommates",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,NA,NA,NA,4,2,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,NA,0,"Probably no",0,"Next few years",1,"About Average",6,3,1,1,0,"Never",0,1,1,0,1,1,1,0,1,0,0,1,0,NA,"Never","4-8",0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,1,4,0,4,0,3,0,NA,0,NA,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,3
"8161",15910,"NM","Age 18-25",0,0,"Some college with no degree",0,"Single","With Parents",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,7,6,"Spending less than income",0,1,0,"Somewhat difficult",1,0,NA,0,0,"Probably no",0,"Next few months",1,"Good",NA,3,1,0,1,"Sometimes",NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,3,0,2,0,4,0,1,0,1,"Same",0,"More",0,"Don't know",0,"Don't know",0,"*False*",1,"Don't know",0,1
"871",9672,"IL","Age 45-54",1,0,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $25,000 but less than $35,000",0,30000,0,"Unemployed",0,"Not in Labor Force",NA,NA,1,2,"Spending less than income",0,1,0,"Somewhat difficult",1,0,NA,0,1,"Confident no",0,NA,0,"Bad",7,1,0,0,NA,"Never",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,0,4,0,3,0,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"False",0,"Don't Know",0,"Don't know",0,3
"1552",481,"PA","Age 18-25",0,1,"High school graduate or equivalent",0,"Single","Alone",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,NA,"Self employed",NA,NA,10,4,"Spending less than income",0,1,0,"Very difficult",1,1,NA,0,NA,"Probably no",0,"Next year",1,NA,7,3,1,1,0,"Never",0,0,0,NA,NA,0,0,0,1,50,NA,0,0,NA,NA,"2-3",0,1,1,1,0,0,0,0,1,1,0,1,1,NA,0,"Different actions",0,7,1,7,1,7,1,5,1,0,0,0,"*More*",1,"More",0,"Rise",0,"*True*",1,"Don't Know",0,"Less than 2 yrs",0,2
"8459",1269,"AR","Age 45-54",0,1,"High school graduate or equivalent",0,"Married","Alone",3,0,"At least $25,000 but less than $35,000",0,30000,1,NA,1,NA,"Someone else",0,10,9,"Spending more than income",1,0,0,"Very difficult",1,1,1,NA,1,"Confidence yes",1,"Next few months",1,"Very bad",4,6,1,1,1,"Frequently",1,1,1,1,1,0,1,1,1,50,1,0,0,NA,NA,"2-3",1,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,7,1,7,1,7,1,7,1,0,1,1,"Same",0,"More",0,"Rise",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,3
"1684",12887,"DE","Age 25-34",0,1,"Graduate degree",1,"Married","With Parnter/Spouse",2,0,"At least $100,000 but less than $150,000",0,125000,1,"Part-time",1,"Part-time","Self",1,9,8,"Spending less than income",0,1,0,"Somewhat difficult",1,1,1,0,0,"Confidence yes",1,"Next few months",1,"Good",2,6,1,1,1,"Sometimes",0,0,0,NA,NA,1,1,1,1,NA,NA,0,0,NA,NA,"4-8",0,0,1,0,0,1,0,0,1,1,1,0,1,"Never",0,"Different actions",0,1,0,7,1,7,1,7,1,0,1,1,"*More*",1,"*Less*",1,"Rise",0,"False",0,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,4
"4030",12810,"NC","Age 45-54",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Full-time","Self and more",1,4,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next 5-10 years",1,"Very good",6,6,1,1,0,"Never",1,0,1,0,0,0,1,0,1,10,1,1,0,0,"Never","4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"9941",6638,"CO","Age 65+",0,1,"Graduate degree",1,"Single","Alone",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,NA,NA,NA,NA,10,2,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next 5-10 years",0,"Very good",2,7,1,1,0,"Never",1,1,1,0,0,1,0,0,1,NA,0,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,7,1,1,0,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,5
"5471",11795,"LA","Age 25-34",1,0,"Associate's or other two year degree",0,"Single","With Parents",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Full-time",NA,NA,5,5,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,1,0,"Confidence yes",1,"Next 5-10 years",0,"About Average",5,4,1,1,0,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"4-8",1,0,0,0,0,0,0,0,1,1,0,1,1,"More than once",0,NA,NA,5,1,6,1,6,1,6,1,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,2
"3461",1126,"NM","Age 45-54",1,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Full-time","Self and more",1,6,3,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,0,0,NA,NA,NA,NA,"About Average",4,4,1,1,0,"Never",1,NA,1,NA,NA,0,1,0,1,NA,NA,1,0,0,"Never","2-3",0,1,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,0,4,0,4,0,NA,NA,NA,"*More*",1,"Same",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"4058",7064,"MI","Age 55-64",0,0,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,0,NA,"Self and more",1,5,5,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,NA,0,"Probably yes",1,"Next few months",1,"Good",6,4,1,1,0,"Never",1,0,1,NA,NA,1,0,0,1,NA,NA,1,0,1,"Never","4-8",0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,6,1,6,1,5,1,NA,0,NA,"*More*",1,"Same",0,"No relationship",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,2
"7024",9968,"LA","Age 65+",1,0,"Baccalaureate degree",1,"Widowed","With Roommates",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Self employed",NA,NA,3,1,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,0,0,"Probably yes",1,"Next 5-10 years",0,NA,7,5,1,0,0,"Sometimes",0,0,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,0,6,1,NA,NA,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,4
"8600",5111,"FL","Age 35-44",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",2,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Not in Labor Force",NA,NA,1,3,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,0,"Confidence yes",1,"Next few years",1,"About Average",7,2,1,1,0,"Never",1,0,1,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"4-8",0,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,7,1,5,1,3,0,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"Don't know",0,"*False*",1,"Don't know",0,3
"6520",7043,"TX","Age 25-34",0,0,"High school graduate or equivalent",0,"Single","Alone",1,0,"At least $75,000 but less than $100,000",0,87500,0,NA,NA,"Full-time",NA,NA,10,10,"Spending equal to income",0,0,1,"Somewhat difficult",1,1,1,1,0,NA,NA,"Next few years",1,"Good",7,7,1,1,0,"Sometimes",1,0,1,0,0,1,1,1,1,77,1,1,0,NA,"Never","1",1,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,7,1,7,1,7,1,1,1,1,"Less",0,"*Less*",1,"Don't know",0,"Don't know",0,"Don't Know",0,"Less than 2 yrs",0,1
"4110",684,"OH","Age 25-34",0,1,"High school graduate or equivalent",0,"Single","With Parents",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Unemployed",NA,NA,3,2,"Spending equal to income",0,0,1,"Very difficult",1,0,NA,0,0,"Confident no",0,"Next few months",0,"Good",7,2,0,0,NA,"Never",0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,3,0,4,0,6,1,4,0,0,0,0,"Same",0,"More",0,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,1
"1864",21767,"OK","Age 45-54",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",1,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Full-time","Self and more",1,3,2,"Spending more than income",1,0,0,"Not at all difficult",0,0,0,0,0,"Confident no",0,"Next few years",0,"About Average",7,2,1,0,1,"Never",1,0,1,NA,NA,0,1,0,1,10,NA,1,1,0,"Never","4-8",0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,4,0,4,0,4,0,0,1,1,"Less",0,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,2
